Assistance,Agency,Address,City,State,Zip,County,Services,Eligibility,Hours,Phone,Website,Latitude,Longitude
Food Pantry,ERIE COMMUNITY FOOD BANK,635 Pierce St,Erie,CO,80516,WELD COUNTY,Offers food to Erie residents that are in need.,Residents of Erie Area Served: Town of Erie,"Thursday, 10 a.m. - 12 p.m., 5:30 p.m. - 7:30 p.m...",(720) 383-4865,http://eriecommunityfoodbank.com,40.050726,-105.0487088
Food Assistance Referrals,BRUSH UNITED METHODIST CHURCH,1701 Edmunds St,Brush,CO,80723,MORGAN COUNTY,Provides food assistance referrals for programs such as Commodity Supplemental Food Program (CSFP) and The Emergency Food Assistance Program (TEFAP) for seniors through Food Bank of the Rockies...,"Individuals in need of food assistance Area Served:  Cities of Brush, Hillrose, Snyder","Thursday, 9 a.m. - 12 p.m. (Office Hours)",(970) 842-2522,No Website Listed,40.256262,-103.63955
Food Pantry,WESTSIDE CARES,2808 W Colorado Ave,Colorado Springs,CO,80904,EL PASO COUNTY,Provides a four-day bag of food for families and individuals in need.,"Residents of the service area Area Served: El Paso County (Zip Codes Served:  80904, 80905,","80906, 80907, 80919, 80829, 8...","Monday - Thursday, 9:30 a.m. - 12:30 p.m.",(719) 389-0759,38.8503956,-104.8672724
Pet Food Pantry,SILVER KEY SENIOR SERVICES,1605 S Murray Blvd,Colorado Springs,CO,80916,EL PASO COUNTY,Provides a pet food pantry for seniors.,Individuals aged 60 years and older Area Served:  El Paso County,"Monday - Friday, 8 a.m. - 5 p.m.",(719) 884-2300,http://silverkey.org,38.8099777,-104.7490379
Food Pantry,VICTORY LIFE CHURCH,2066 US-6 & 50,Fruita,CO,81521,MESA COUNTY,Provides a food box to individuals and families in need. Boxes are limited to once a week per household.,Residents of the service area Area Served: Mesa County,"Monday - Friday, 10 a.m. - 2 p.m. (Administrative...",(970) 858-4852 (tel:(970) 858-4852),http://vlcgv.org,39.12948,-108.682603
Food Pantry,CENTRAL SEVENTH-DAY ADVENTIST CHURCH,1305 N Union Blvd,Colorado Springs,CO,80909,EL PASO COUNTY,Provides a food pantry to those in need.,No restrictions applied Area Served: El Paso County,"Mondays, 10 a.m. - 2:30 p.m.; 1st, 3rd Saturdays,...",(719) 578-5616,http://centralsda.org,38.8507348,-104.7937951
Pet Food Pantry,ANIMAL FRIENDS ALLIANCE,2321 E Mulberry St Suite 1,Fort Collins,CO,80524,LARIMER COUNTY,Provides cat and dog food to pet owners experiencing financial hardships. Clients may only receive pet food assistance once per month...,Individuals must be experiencing a financial hardship and own pets that are spayed or neutered or have plans to spay/ne...,"Monday - Friday, 10 a.m. - 6 p.m.; Saturday, Sund...",(970) 484-8516 Ext 5133,http://savinganimalstoday.org/community-pet-resources/pet-food-assistance/,40.5813184,-105.0555811
Food Pantry,ASPEN MINE CENTER,100 W Bennett Ave,Cripple Creek,CO,80813,TELLER COUNTY,Provides a food pantry to those in need.,Low-income households Area Served: Teller County,"Monday - Friday, 9 a.m. - 4 p.m.",(719) 689-3584 Ext 102,http://aspenminecenter.org,38.7462477,-105.1805116
Online Food Pantry Search Tool,CARE AND SHARE FOOD BANK,2605 Preamble Point,Colorado Springs,CO,80915,EL PASO COUNTY,Provides an online tool to assist community members in finding local food pantries and commodities.,"Must be a resident of the service area Area Served:  Alamosa, Archuleta, Baca, Bent, Chaffee, Cheyenne, Conejos, Costilla...","Monday - Friday, 8 a.m. - 5 p.m. (Office Hours); ...",211,http://careandshare.org/andfood,38.849797,-104.717043
General Assistance,COLFAX COMMUNITY NETWORK,1585 Kingston St,Aurora,CO,80010,ADAMS COUNTY,"Provides:Food, diapers and hygiene productsConnections to housingSupportive counselingReferrals to community resourcesFood bankParenting classesCommunity nightsCase managemen...",No restrictions applied Area Served: Statewide,"Tuesday, Thursday, 10 a.m. - 12 p.m. (Drop-In Hou...",(303) 318-4242,http://milehighbehavioralhealthcare.org,39.7413889,-104.8591667
Food Pantry and Clothes Closet,LOVELAND VINEYARD COMMUNITY CHURCH,900 Josephine Ct,Loveland,CO,80537,LARIMER COUNTY,"Offers items to those in need, including: Clothes Non-perishable food Perishable food, including: Meat Eggs Bread Grocery items Personal hygiene products (as available) Spiritual guidance is also offered but not required to receive services...",No restrictions applied Area Served: Larimer County,"Tuesday - Thursday, 9 a.m. - 12 p.m.",(970) 667-8668,http://lovelandvineyard.org/resources/,40.402358,-105.056393
Food Pantry,HOLYOKE COVENANT METHODIST,230 E Furry St,Holyoke,CO,80734,PHILLIPS COUNTY,Offers a food pantry.,Residents of Holyoke Area Served:  City of Holyoke,"Friday, 3 p.m. - 4 p.m. (Food Pantry Hours)",(970) 854-2433,http://joinmychurch.org/churches/First-United-Methodist-Church-of-Holyoke-Holyoke-Colorado-United-States/106055,40.5834883,-102.3005567
Food Pantry,BIBLE BAPTIST CHURCH OF ERIE,5050 NE County Line Rd #1,Erie,CO,80516,WELD COUNTY,Provides a mobile food pantry.,No restrictions applied Area Served: Statewide,Hours Vary (Building Hours),(303) 828-5109,http://biblebaptisterie.com,40.069364,-105.055466
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,22 S 4th Ave,Brighton,CO,80601,ADAMS COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd Saturday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.9864547,-104.8180321
Food Pantry,COMMUNITY CUPBOARD OF WOODLAND PARK,414 N Hwy 67,Woodland Park,CO,80863,TELLER COUNTY,Provides a food pantry to those in need.,No restrictions applied Area Served: Teller County,"Monday, Wednesday, Friday 9:30 a.m. - 11:30 a.m.",(719) 687-3663,http://wpcommunitycupboard.com,38.997565,-105.062443
Food Pantry,FIRST UNITED METHODIST CHURCH OF PIERCE,429 3rd St,Eaton,CO,80615,WELD COUNTY,Provides a food pantry to the community.,No restrictions applied Area Served:  Weld County,"3rd Saturday, 9 a.m. - 11 a.m.",(970) 834-1475,http://umc.org,40.5288546,-104.7163266
Food Pantry,BIENVENIDOS FOOD BANK,4747 W Colfax Ave,Denver,CO,80204,DENVER COUNTY,Distributes fresh and nonperishable food items.,Must be in need of adequate food and one of the following: Low-income seniors Low-income individuals or familiesThose out...,"3rd Thursday, 10 a.m. - 12 p.m. (January - Octobe...",(303) 433-6328,http://bienvenidosfoodbank.org,39.7404343,-105.0480555
Food Pantry,EASTERN PLAINS COMMUNITY PANTRY,701 4th St,Calhan,CO,80808,EL PASO COUNTY,Provides a food pantry and a mobile food pantry.,"Residents of the service area Area Served: Zip Codes Served:  80808, 80831, 80832, 80833, 80835, 80864, 80909, 80920, 809...","Monday, 9 a.m. - 5 p.m.; Tuesday - Friday, 9 a.m....",(719) 347-3062,http://easternplainscommunitypantry.org,39.037218,-104.2975546
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,6000 Victory Way,Commerce City,CO,80022,ADAMS COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1 -2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","1st, 3rd Friday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.8059455,-104.8919219
Food Pantry,THE OLD GALLERY,14863 CO-7,Lyons,CO,80540,BOULDER COUNTY,Offers a food pantry with the following items:Canned foodsDairy productsFresh fruits and,vegetablesBreads and pastriesVariety of dry goodsFrozen mea...,Residents of the service area Area Served:  City of Allenspark,"Monday - Sunday, 9:30 a.m. - 4:30 p.m. (Summer an...",(303) 747-2906,40.2246865,-105.2711003
Food Program for Seniors,LITTLE CHAPEL OF THE HILLS,69 Co Rd 5,Divide,CO,80814,TELLER COUNTY,Provides healthy food staples for seniors through the Commodity Supplemental Food Program (CSFP).,"Individuals aged 60 years or older who meet income eligibility requirements Area Served:  Park, Teller counties","2nd, 4th Monday, 2 p.m. - 5 p.m.",(719) 322-7610,http://littlechapelfoodpantry.org,38.944185,-105.157657
Emergency Assistance,CATHOLIC CHARITIES OF DENVER,11149 E 14th Ave,Aurora,CO,80010,ADAMS COUNTY,Provides the following emergency services: Food Clothing Money management and budgeting skillsJob,search assistanceReferrals to other resource...,"No restrictions applied Area Served:  Zip Codes Served:  80010, 80011, 80012, 80013, 80014, 80015, 80016, 80017, 80018, 80...","Monday, Wednesday, Thursday, 9:30 a.m. - 3 p.m.",(303) 360-9686,39.7385147,-104.857927
Food Pantry,DENVER RESCUE MISSION,5725 E 39th Ave,Denver,CO,80207,DENVER COUNTY,Provides a food pantry on a walk-in basis.,"Low-income individuals and families in need of food assistance Area Served: Adams, Arapahoe, Boulder, Broomfield, Denver...","Monday - Friday, 8:30 a.m. - 5 p.m. (Administrati...",(303) 297-1815,http://denverrescuemission.org/who-we-are/locations/ministry-outreach-center,39.7711399,-104.9210631
Food Pantry,COMMUNITY FOOD SHARE,650 S Taylor Ave,Louisville,CO,80027,BOULDER COUNTY,Offers a food pantry to individuals and families in need on a weekly basis. Emphasizes access to:Fresh produce Grains Milk,"Residents of the service area Area Served: Boulder, Broomfield counties","Wednesday, Friday, 9 a.m. - 3 p.m.; Thursday, 12 ...",(303) 652-3663,http://communityfoodshare.org,39.9597454,-105.1195503
Mobile Food Pantry,NEIGHBOR OUTREACH OF COLORADO,9371 Wigham St,Thornton,CO,80229,ADAMS COUNTY,"Provides a mobile food pantry, offering: Fresh produceCanned goodsBreadMeat",No restrictions applied Area Served: Statewide,"3rd Thursday, 2 p.m. - 4 p.m.",(720) 938-4304,http://neighboroutreach.org,39.8674904,-104.9540712
Food Bank,MOUNTAIN FAMILY CENTER,480 E Agate Ave,Granby,CO,80446,GRAND COUNTY,Provides food for families or individuals in need. Also offers emergency food items outside each location.,Individuals must be Grand County residents. Area Served:  Grand County,"Monday - Thursday, 9 a.m. - 3 p.m.; Friday, 9 a.m...",(970) 557-3186,http://mountainfamilycenter.org,40.0844345,-105.9346741
Food Pantry,LOUISVILLE COMMUNITY FOOD BANK,741 Jefferson Ave,Louisville,CO,80027,BOULDER COUNTY,Offers a food pantry to individuals and families in need. Also provides curbside service.,"No restrictions applied Area Served: Cities of Superior, Louisville","Tuesday, 9 a.m. - 12 p.m.",(303) 808-3660,http://louisvillecommunityfoodbank.org,39.9776097,-105.134954
Food Bank,MEAN STREET MINISTRY,1380 Ammons St,Denver,CO,80232,JEFFERSON COUNTY,Offers a food bank and cafe to individuals in need.,No restrictions applied Area Served: Statewide,"Monday - Thursday, 8:30 a.m. - 12 p.m.",(303) 232-2500,http://meanstreetministry.org,39.6385694,-105.0873123
Counseling Services,SANCTUARY CHURCH,1930 W Colorado Ave,Colorado Springs,CO,80904,EL PASO COUNTY,Provides faith-based and non faith-based counseling for individuals and families.,No restrictions applied Area Served: El Paso County,"Monday - Thursday, 10 a.m. - 2 p.m.",(719) 634-7232,http://thesanctuarywestside.org,38.8429159,-104.8542564
Food Bank,CHURCH IN THE CITY BETH ABRAHAM,1580 N Gaylord St,Denver,CO,80206,DENVER COUNTY,Offers a walk-up food bank for those in need.,No restrictions applied Area Served: Denver County,"Tuesday - Friday, 9 a.m. - 5 p.m.",(303) 322-5733,http://churchinthecity.org,39.741322,-104.960937
Food Pantry and Hot Meal,AGAPE CHRISTIAN CHURCH,2501 California St,Denver,CO,80205,DENVER COUNTY,"Provides services to the community, including:Food pantry Hot meals Clothing and resources, available upon request All services are provided in a sit-down environment...","Must be aged 18 years and older Area Served:  Adams, Arapahoe, Boulder, Denver, Douglas, Elbert, Jefferson counties","Monday - Friday, 9:30 a.m. - 3:30 p.m. (Office Ho...",(303) 296-2454,No Website Listed,39.7539162,-104.9813788
Food Bank,EL CENTRO DE LOS POBRES,214 US-50 BUSINESS,Avondale,CO,81022,PUEBLO COUNTY,"El Centro de los Pobres supports migrant laborers and their families living in and near Avondale, with Clothing Assistance, Emergency Services, Family, Finances, Food Assistance, and Medical Assistance...","Migrant workers and their families Area Served:  Pueblo County, Town of Avondale","Hours:Tuesday, 8 a.m. - 12 p.m.; Thursday, 1 p.m. - 5 p...",(719) 947-3109,No Website Listed,38.236423,-104.347791
Food Pantry,DOVE CREEK CARE AND SHARE FOOD PANTRY,214 HIGHWAY 491,DOVE CREEK,CO,81324,DOLORES COUNTY,Serves supplemental and emergency food for those in need and once-per-month distribution of The Emergency Food Assistance Program (TEFAP) for those who qualify...,"Individuals in the service area needing food assistance. Additional eligibility requirements apply for TEFAP, call for ...","Monday - Friday, 8:00 am - 5:00 pm.",(970) 769-0006,https://dccareandshare.org,37.7617497,-108.8998001
Day Center and Food Pantry,RISING UP,527 State St,Fort Morgan,CO,80701,MORGAN COUNTY,Offers:A self-serve food pantry where individuals can take what is needed/wanted Breakfast and lunch Assistance with job and housing searchesAccess to showers English as a Second Language clas...,Individuals and families experiencing homelessness or food insecurity in the service area Area Served:  Morgan County,"Monday - Thursday, 9 a.m. - 4 p.m. (Day Shelter ...",(970) 370-8880,http://risingupmorgancounty.com,40.2520924,-103.8003196
Pet Food Pantry,PET FOOD PANTRY FOR TELLER COUNTY,69 Co Rd 5,Divide,CO,80814,TELLER COUNTY,Provides pet food for anyone in need.,No restrictions applied Area Served: Teller County,"2nd, 4th Monday, 2 p.m. - 5 p.m.",(719) 244-3969,http://petfoodpantrytc.com,38.944185,-105.157657
Food Pantry,ST MARY PARISH PANTRY,6853 S Prince St,Littleton,CO,80120,ARAPAHOE COUNTY,Offers a self-serve food pantry. Also provides pre-packed emergency food bags at the parish Office when the pantry is closed.,No restrictions applied Area Served: City of Littleton,"Monday, 10 a.m. - 12 p.m.",(303) 798-8506,http://stmarylittleton.org/need-help/st-mary-parish-pantry-food/,39.594431,-105.0175086
Food Assistance,AGAPE LIFE CHURCH,5970 W 60th Ave,Arvada,CO,80003,JEFFERSON COUNTY,Provides a food pantry and hosts a monthly TEFAP (The Emergency Food Assistance Program) food distribution site.,Individuals must meet income requirements and be a Colorado resident Area Served:  Statewide,"Tuesday - Thursday, 9 a.m. - 5 p.m.; Friday, 9 a....",(303) 431-6481,http://agapelife.org/food-outreach/,39.8054671,-105.0622284
Food Assistance Referrals,UNITED WAY OF MORGAN COUNTY,229 Prospect St,Fort Morgan,CO,80701,MORGAN COUNTY,Provides referrals to local food banks and food assistance services within the community.,People in need of emergency food Area Served:  Morgan County,"Monday - Friday, 9 a.m. - 3 p.m. (Administrative ...",(970) 867-2218,http://mcunitedway.org/resources,40.248932,-103.7986141
Food Pantry - Delta Food Pantry,DELTA FOOD PANTRY,628 Meeker St,Delta,CO,81416,DELTA COUNTY,"Delta Food Pantry services residents of Delta County, by providing: Services limited to once every 60 days per individual Food pickup which is located in the back alley of St...",Low-income individuals and families who reside in Delta County Area Served: Delta County,"Monday - Friday, 10:30 am - 11:30 am,4th Tuesday,...",(970) 200-4225,https://deltafoodpantry.org,38.7386965,-108.0689459
Mobile Food Pantry,WELD FOOD BANK,1108 H St,Greeley,CO,80631,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,Hours Vary,(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.4437132,-104.6987994
Food Pantry,SECORCARES,17151 Pine Ln,Parker,CO,80134,DOUGLAS COUNTY,Provides a food market to individuals and families.,"Residents of the service area Area Served: Arapahoe, Douglas, Elbert counties","Wednesday, Thursday, 9 a.m. - 4 p.m.; Friday, Sat...",(720) 842-5621,http://secorcares.com,39.5440269,-104.7903099
Food Pantry,OH BE JOYFUL CHURCH,625 Maroon Ave,Crested Butte,CO,81224,GUNNISON COUNTY,Provides a food pantry for those in need.,Residents of the service area. Area Served:  Gunnison County,"Tuesday - Friday, 9 a.m. - 5 p.m.",(970) 349-6237,http://ohbejoyfulchurch.org,38.8708519,-106.9795154
Food Pantry,SURFACE CREEK COMMUNITY SERVICES FOOD BANK,245 W Main St,Cedaredge,CO,81413,DELTA COUNTY,"Provides a food box to individuals, seniors and families in need.","Must be low-income individuals, seniors and families of the service area Area Served:  Cities of Austin, Cedaredge, Ecker...","Thursday, 1 p.m. - 3 p.m., Friday, 10 a.m. - 12 p...",(970) 856-1125,http://facebook.com/Cedaredge-Food-Bank-1599141133732917,38.9006119,-107.9258506
Food Pantry,MEXICAN AMERICAN DEVELOPMENT ASSOCIATION,17 N 6th St,Montrose,CO,81401,MONTROSE COUNTY,Provides a food box to individuals and families in need in the community.,"No restrictions applied Area Served: Delta, Montrose, Ouray counties","Monday - Friday, 8:00 a.m. - 4:00 p.m.",(970) 249-4774,No Website Listed,38.4814246,-107.8857893
Food Pantry,JUNCTION COMMUNITY CHURCH,2867 Orchard Ave,Grand Junction,CO,81501,MESA COUNTY,"Provides a food box to individuals, seniors and families in need in the community. Families are limited to one box a month.","Low-Income Individuals, Seniors and Families in need Area Served: Mesa County","Monday - Friday, 9 a.m. - 12 p.m., 12:30 p.m. - 4...",(970) 243-0757,http://jctcc.net/saras-pantry,39.0842939,-108.5210788
Food Pantry,ST. PATRICK'S EPISCOPAL CHURCH,225 S Pagosa Blvd,Pagosa Springs,CO,81147,ARCHULETA COUNTY,Provides a food pantry with fresh and frozen foods.,Low-income individuals in Archuleta County Area Served: Archuleta County,"Thursday, Friday, 10 a.m. - 12 p.m.",(970) 731-5801,http://stpatrickspagosa.org/food-for-our-community,37.2344382,-107.0706847
Supportive Services,PRAIRIE FAMILY CENTER,1040 Rose Ave,Burlington,CO,80807,KIT CARSON COUNTY,"Provides the following programs to support families: Nurturing Parenting Classes Youth Exercise Programs Weekly Senior Exercise Classes Cooking Classes for Kids, Teens, Families and Adults Thrift StoreFood Pantry and Personal Grooming SuppliesResource and Referral Senior Commodities Assistance Circle Talk - A group for seniors to interac...",Residents of the service area Area Served: Kit Carson County,"Monday - Thursday, 9 a.m. - 4 p.m.; Friday, 9 a.m...",(719) 346-5398,http://prairiefamilycenter.com,39.3009294,-102.2633274
Food Pantry,HARVEST BIBLE CHURCH,826 S Elbert St,Elizabeth,CO,80107,ELBERT COUNTY,Provides food and necessary supplies for individuals in need.,"Residents of the service area Area Served: Douglas, Elbert counties","Monday, Wednesday, Friday, 10 a.m. - 12 p.m.",(303) 646-3699,http://harvestelizabeth.com/food-bank,39.355462,-104.5978498
Food Pantry,ACTION CENTER,8745 W 14th Ave,Lakewood,CO,80215,JEFFERSON COUNTY,"Offers a community food pantry that individuals can utilize once a month. Groceries vary by day, but typically include non-perishable and perishable food items such as: Fresh vegetables Fruits Dairy Proteins Emergency diapers and personal hygiene items may...","No restrictions applied Area Served: Adams, Arapahoe, Boulder, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin,...","Monday, Tuesday, Thursday, Friday, 9 a.m. - 11:45...",(303) 237-7704,http://theactioncenter.org,39.7385136,-105.094918
Food Pantry,OPEN ARMS FOOD BANK,6500 W Coal Mine Ave,Littleton,CO,80123,JEFFERSON COUNTY,Provides a food pantry to those in need.,"No restrictions applied Area Served: Cities of Castle Rock, Louviers, Roxborough, Sedalia","Tuesday, 12 p.m. - 3 p.m.",(720) 667-3145,http://openarmsfoodbank.org/,39.593652,-105.0690396
Food Pantry,EMERGENCY FAMILY ASSISTANCE ASSOCIATION,1575 Yarmouth Ave,Boulder,CO,80304,BOULDER COUNTY,Provides a food pantry to people living in the City of Boulder and Boulder County Mountain Communities with access to a kitchen. Eligible households may visit the food bank twice per month...,"Residents of the service area who have access to a kitchen Area Served: City of Boulder; Zip Codes Served:  80503, 80544,...","Monday, Wednesday, Friday, 12 p.m. - 4:30 p.m.; T...",(303) 442-3042,http://efaa.org/get-help/food-bank/,40.058333,-105.2778705
Food Pantry,BAYAUD ENTERPRISES,313 W Bayaud Ave,Denver,CO,80223,DENVER COUNTY,Provides food to low-income individuals and families in need or when they are experiencing an emergency situation. Food distribution is based on household size...,"No restrictions applied Area Served: Adams, Arapahoe, Denver, Douglas, Jefferson counties","Monday - Thursday, 8 a.m. - 2 p.m.",(303) 830-6885,http://bayaudenterprises.org,39.7150853,-104.9931475
Food Bank,KIOWA CREEK COMMUNITY CHURCH,231 Cheyenne St,Kiowa,CO,80117,ELBERT COUNTY,Offers a client choice food pantry for residents of Elbert County and adjacent communities. Also serves as The Emergency Food Assistance Program (TEFAP) and the Commodity Supplemental Food Program (CSFP) distributor for USDA commodities...,"Individuals and families living in the service area Area Served:  Elbert County; Cities of Ramah, Calhan, Peyton, Deer Tr...","Monday, 9 a.m. - 1 p.m.; Tuesday, 3 p.m. - 6 p.m....",(303) 243-6500,http://kiowacreek.org,39.3480581,-104.4665963
Food Pantry,CROSSROADS MINISTRY OF ESTES PARK,1753 Wildfire Rd,Estes Park,CO,80517,LARIMER COUNTY,Offers drive-up food pantry to Estes Valley residents in need.,"No restrictions applied Area Served: Towns of Estes Park, Glen Haven, Drake, Pinewood Springs, Allenspark (Park R-3 Scho...","Monday - Thursday, 10 a.m. - 4 p.m.; Friday, 10 a...",(970) 577-0610,http://crossroadsep.org,40.3872371,-105.4903162
Food Pantry & Clothing Services,NEDERLAND FOOD PANTRY,750 CO-72,Nederland,CO,80466,BOULDER COUNTY,Offers supplemental food and clothing support to residents of Boulder and Gilpin counties.,"Residents of the service area Area Served: Gilpin County; Cities of Nederland, Gold Hill, Ward, Jamestown, Allenspark, L...","Monday, Thursday, Friday, 10 a.m. - 3 p.m.; Satur...",(720) 418-0892,http://nederlandfoodpantry.org,39.9646517,-105.5121659
Food Pantry,WATERSTONE COMMUNITY CHURCH,5890 S Alkire St,Littleton,CO,80127,JEFFERSON COUNTY,Provides a self-serve food pantry to individuals and families in need.,No restrictions applied Area Served:  Jefferson County,"Monday - Thursday, 9 a.m. - 4 p.m. (Administrativ...",(303) 972-2200,http://waterstonechurch.org/article/food-pantry/,39.609851,-105.14749
Food Pantry,CONNECTION CHURCH - MESA COUNTY,655 N 1st St,Grand Junction,CO,81501,MESA COUNTY,Offers a food pantry for residents of Mesa County. Food delivery is distributed on the 3rd Thursday of each month. Limited number of boxes...,No restrictions Area Served: Mesa County,"3rd Thursday of the Month, 9:00 am - 11:00 am",(970) 523-1857,http://www.connectionchurchlive.com,39.073337,-108.5719646
Food Bank,SOUTHWEST IMPROVEMENT COUNCIL,5045 W 1st Ave,Denver,CO,80219,DENVER COUNTY,Offers a food bank for anyone in need.Available food includes:Fresh fruits and vegetables Canned goods Dry goods Pastas Breads Variety of meatsEgg...,"No restrictions applied Area Served: Adams, Arapahoe, Denver, Douglas, Jefferson counties","Monday - Friday, 9 a.m. - 5 p.m.",(303) 934-2181,http://swic-denver.org,39.7184431,-105.0515586
Animal Food pantry,ROICE-HURST HUMANE SOCIETY,362 28 Rd,Grand Junction,CO,81501,MESA COUNTY,Provides pet food for pet owners who have fallen on hard times. Also has a variety of other pet-related items such as toys and leashes...,Those in the service area in need of pet food. Area Served:  Mesa County,"Tuesday - Sunday, 12 a.m. - 4 p.m.",(970) 434-7337,http://rhhumanesociety.org,39.0575697,-108.5333242
Free Food Market,FAMILY AND INTERCULTURAL RESOURCE CENTER,1745 Airport Rd,Breckenridge,CO,80424,SUMMIT COUNTY,Provides free food items for all community members including: Fresh produce Milk Eggs Meat Dairy products,"No restrictions applied Area Served: Summit, Park, Grand, Lake counties",Hours Vary,(970) 262-3888,http://summitarc.org/en/food-and-thrift,39.5066985,-106.0518861
Food Pantry,LIFT-UP,465 N Mill St,Aspen,CO,81611,PITKIN COUNTY,Provides a food box to individuals and families in need.,No restrictions applied Area Served:  Pitkin County,"Tuesdays, 2 pm - 6 pm",(970) 544-2009,http://www.liftup.org,39.1936369,-106.8183609
Food Pantry,LIFT-UP,520 S 3rd St Unit 35,Carbondale,CO,81623,GARFIELD COUNTY,Provides a food box to individuals and families in need.,No restrictions applied Area Served: Garfield County,"Monday, 10:30 am - 12:30 pm; Wednesday, 4 pm - 5pm",(970) 963-1778,http://www.liftup.org,39.396907,-107.2098347
Food Pantry,LIFT-UP,1004 Grand Ave,Glenwood Springs,CO,81601,GARFIELD COUNTY,Provides a food box to individuals and families in need.,No restrictions applied Area Served: Garfield County,"Thursday, 10:30 am - 12:30 pm",(970) 945-2005,http://www.liftup.org,39.5439113,-107.3247246
Food Pantry,LIFT-UP,126 N 4th St,Silt,CO,81652,GARFIELD COUNTY,Provides a food box to individuals and families in need.,No restrictions applied Area Served:  Garfield County,"Wednesday , Friday, 9:00 am - 1:00 pm",(970) 984-2115,http://www.liftup.org,39.5471941,-107.658986
Food Pantry,LIFT-UP,201 E 1st St,Parachute,CO,81635,GARFIELD COUNTY,Provides a food box to individuals and families in need.,No restrictions applied Area Served: Garfield County,"Monday, 3 pm - 6 pm",(970) 285-0221,http://www.liftup.org,39.453122,-108.0510757
Food Pantry,LIFT-UP,800 Railroad Ave,Rifle,CO,81650,GARFIELD COUNTY,Provides a food box to individuals and families in need.,No restrictions applied Area Served: Garfield County,"Tuesday - Thursday, 9:00 am - 12:00 pm, 1:00 pm -...",(970) 625-4888,http://www.liftup.org,39.536877,-107.782894
Food Pantry - Full Force Ministries,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,1101 Cedar St,Pueblo,CO,81004,PUEBLO COUNTY,Food Pantry providing food to those in need.,Residents of Pueblo County Area Served: Pueblo County,"Hours vary, see Service for specified Hours",(719) 304-6592,https://careandshare.org,38.247706,-104.619755
Food Pantry - BAND (Bessemer Association for Neighborhood Development),CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,215 Canal St,Pueblo,CO,81004,PUEBLO COUNTY,Food Pantry providing food to those in need.,Residents of Pueblo County Area Served:  Pueblo County,"2nd Friday, 2 p.m.",(719) 296-6995,No Website Listed,38.2378686,-104.6124281
Food Pantry - The Avenue Church,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,3030 Thatcher Ave,Pueblo,CO,81005,PUEBLO COUNTY,Food Pantry for those in need.,Residents of Pueblo County Area Served: Pueblo County,"Hours vary, see Service for specified Hours",(719) 296-6995,https://careandshare.org,38.2584224,-104.6470546
Food Pantry - Sangre de Cristo Volunteers for Community,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,5000 Cuerno Verde Blvd,Colorado City,CO,81019,PUEBLO COUNTY,"Food Pantry providing food to those in need. Drive up/walk up (Outside), Grab and go (pre-packaged)","Residents of Greenhorn Valley Area Served: Town of Rye, Colorado City","Hours vary, see Service for specified Hours",(719) 250-6097,No Website Listed,37.9523058,-104.8540234
Food Pantry - The Emergency Food Assistance Program (TEFAP) Canon City,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,801 Main St,Cañon City,CO,81212,FREMONT COUNTY,Food Pantry providing food to those in need. The Emergency Food Assistance Program (TEFAP) at First United Methodist church in Canon Cit...,Residents of Fremont County Area Served: Fremont County,"Hours vary, see Service for specified Hours",(719) 275-0681,No Website Listed,38.442525,-105.236751
Food Pantry - Praise Community Church in Pioneer Park,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,Pioneer Park N Pikes Peak Ave,Florence,CO,81226,FREMONT COUNTY,Food Pantry providing food to those in need.,Residents of Fremont County Area Served: Fremont County,"1st Friday, 12 p.m.",(719) 296-6995,No Website Listed,38.393003,-105.116899
Mobile Food Pantry,WE DON'T WASTE,12095 E Montview Blvd,Aurora,CO,80010,ADAMS COUNTY,Provides a mobile food pantry to those in need.,"No restrictions applied Area Served: Denver, Adams, Arapahoe, Jefferson, Douglas, Broomfield, Boulder, El Paso counties","3rd Saturday, 1 p.m. - 3 p.m.",(720) 943-2699,http://wedontwaste.org/mobile-food-markets,39.7482584,-104.8482312
